request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
13746,4646,46104,2021-09-10,Est auxilium victoria bos quae bellicus caste congregatio abstergo.,Medium,Closed,43
13747,4646,21065,2022-07-12,Usus attollo demergo tempora aperiam paulatim aggero deporto enim.,Low,In Progress,44
13748,4647,26788,2023-11-27,Strenuus suspendo mollitia.,Emergency,Open,41
13749,4648,33644,2022-04-13,Carbo defluo cognomen.,Emergency,Closed,27
13750,4648,36165,2022-04-16,Cubicularis addo id vigor vulnero eveniet dicta.,Emergency,In Progress,39
13751,4648,30936,2022-11-19,Terreo complectus texo convoco depereo cunae villa totus.,Low,In Progress,23
13752,4649,17517,2021-11-25,Rem summopere utrum cumque cresco.,High,Closed,47
13753,4649,28585,2022-08-17,Ver aperio turbo ventito accommodo veritas cognatus.,Low,Open,14
13754,4649,39862,2023-09-03,Templum tabgo numquam consequatur.,Emergency,Closed,38
13755,4651,16325,2022-05-07,Credo celo curto venia admitto defetiscor vado.,Low,In Progress,19
13756,4652,21282,2022-02-04,Atavus aperiam bardus tempus vulpes vis saepe cena sui vindico.,High,In Progress,41
13757,4652,11580,2024-08-29,Tamisium ver compono constans.,Emergency,Open,39
13758,4653,15311,2021-09-08,Credo aliquam spargo deprecator turbo umquam.,Low,In Progress,32
13759,4653,29386,2020-12-18,Patrocinor terreo vilitas cohaero ait caritas.,Low,Open,21
13760,4653,11260,2023-10-23,Maxime comitatus absens cometes vulgivagus vaco demo cernuus.,Low,Open,49
13761,4653,32536,2024-05-21,Comes subito odit tolero culpo cresco.,Medium,Closed,41
13762,4653,42263,2024-05-13,Alienus inventore cohaero fugiat.,High,In Progress,25
13763,4653,23056,2024-02-25,Modi ab clibanus tutamen armarium.,Medium,Open,16
13764,4653,45530,2024-03-22,Amoveo compono confido.,High,Open,45
13765,4654,11349,2024-08-30,Umquam censura aestivus aurum sollicito deprecator abbas videlicet aperiam.,Medium,Open,27
13766,4654,46630,2024-08-29,Territo cupiditas tandem cognatus talio ducimus anser arbitro clam deserunt.,Emergency,Open,32
13767,4654,32128,2024-01-01,Abundans virtus tepesco verbum denique necessitatibus fugit audio aranea tonsor.,Medium,In Progress,41
13768,4654,39545,2023-11-21,Aer deprimo vulariter nobis atavus.,Low,In Progress,21
13769,4655,10932,2024-08-17,Bibo vestrum crastinus desolo.,Low,Open,31
13770,4655,44681,2024-07-04,Tricesimus accusantium auditor spiritus adsum torqueo vulticulus torqueo cur ver.,Medium,Open,41
13771,4655,45255,2024-07-16,Auctus terminatio tot decor iure solio.,Medium,Closed,35
13772,4657,5567,2023-12-11,Adiuvo pectus abundans thema vis.,Emergency,Closed,28
13773,4657,32477,2023-05-25,Curo crapula claustrum civis vado.,Low,Open,8
13774,4658,26194,2022-09-24,Comburo defluo demens contabesco adflicto baiulus absque clam.,Medium,Closed,28
13775,4658,15939,2024-05-15,Vox asporto temeritas iusto.,High,Open,43
13776,4658,19977,2022-08-22,Adimpleo vigor utpote valens varietas coma canonicus tero tricesimus.,Medium,Closed,49
13777,4658,8030,2023-08-06,Auxilium sperno acceptus adiuvo velum crur.,Emergency,Closed,5
13778,4658,22632,2024-07-01,Coaegresco cilicium acervus praesentium adeo.,Medium,Open,23
13779,4658,42262,2023-11-30,Abeo statim auxilium angelus deleo adiuvo reiciendis aedificium.,Low,Closed,10
13780,4658,11155,2022-12-17,Velociter depopulo tabernus tutis.,Medium,In Progress,34
13781,4659,34611,2023-09-26,Advoco nihil compello succedo constans compono contra.,Emergency,In Progress,47
13782,4659,27480,2021-12-17,Umerus aurum amicitia ascit velit totus vicinus ratione.,Low,Closed,50
13783,4659,42732,2024-03-18,Summisse alius demo testimonium uterque beneficium ipsa.,High,Closed,40
13784,4660,42325,2023-10-18,Ustulo deprecator harum nemo adversus.,Medium,In Progress,25
13785,4661,2072,2020-01-17,Aveho vinitor careo corporis ullus deprecator.,Low,Closed,4
13786,4661,32169,2021-04-05,Coruscus carmen tabesco peior volo.,Low,Open,19
13787,4662,39626,2024-08-12,Defungo vesco civis.,Low,Closed,39
13788,4662,27901,2024-01-23,Audentia decretum textilis caveo nihil cubicularis consectetur.,Medium,Open,23
13789,4662,36862,2024-08-30,Ager tempora adfectus votum damno iusto tondeo aggredior valetudo.,Low,Open,50
13790,4662,28468,2024-09-02,Quas damnatio carbo.,Emergency,Closed,24
13791,4662,31315,2024-04-30,Victus libero sto demum coruscus depraedor mollitia tactus.,Medium,Closed,8
13792,4663,3294,2023-11-28,Alioqui nostrum deripio virtus vinco arx.,Medium,Closed,19
13793,4663,2481,2023-11-23,Venustas antepono caute.,Medium,In Progress,48
13794,4663,18605,2023-12-21,Cogo velut corrumpo alii deripio.,High,Open,7
13795,4664,44547,2024-02-11,Beatae uterque cura argumentum repellat.,Medium,Closed,39
13796,4664,7994,2023-02-03,Canto depromo cognatus debeo timidus avaritia toties angulus.,Emergency,Open,2
13797,4664,32372,2021-06-03,Vis arma absum bos degusto cruentus tamisium.,Low,Open,7
13798,4664,41793,2021-03-05,Pecco ducimus cupio debitis adipiscor antepono alii.,High,Open,33
13799,4665,38223,2024-03-29,Voluptatibus ambulo avarus.,Low,Closed,11
13800,4665,12798,2024-02-29,Mollitia placeat quia odit turba.,High,In Progress,44
13801,4665,8597,2024-06-06,Magnam summopere recusandae comburo inventore tardus agnosco denuo umquam.,Low,Closed,36
13802,4666,27226,2024-08-22,Cupio mollitia tracto impedit optio tutis tam beatae cohibeo.,Medium,In Progress,41
13803,4666,23340,2024-08-27,Confugo vitiosus repellat delinquo tamen capio supplanto.,High,In Progress,12
13804,4666,41668,2024-09-21,Varius vita auctor alo.,Low,In Progress,7
13805,4666,15856,2022-01-14,Delectus tui tametsi soleo distinctio vilitas curso.,Medium,Open,9
13806,4666,24384,2023-02-17,Virgo alveus vallum utilis.,Medium,Closed,2
13807,4667,13007,2023-09-19,Tametsi corrupti cogo centum.,High,In Progress,24
13808,4667,32140,2023-09-07,Solus averto animus validus spero usus.,Low,In Progress,46
13809,4667,39375,2024-08-02,Textor crapula ventito aestus.,Medium,Closed,39
13810,4667,44281,2024-07-12,Brevis tum caelum viscus tego amplus stipes dolorum.,High,Open,25
13811,4668,37105,2024-09-23,Ventosus cumque animi administratio.,Low,Closed,30
13812,4668,31026,2024-09-23,Ultio amitto ventito eveniet molestiae rerum.,Low,In Progress,43
13813,4668,18912,2024-09-17,Amaritudo subiungo supra stabilis aperte una velum.,Medium,In Progress,13
13814,4668,37926,2024-07-23,Creator sopor arcesso teneo.,Medium,In Progress,33
13815,4668,39539,2024-04-14,Perferendis dicta voluptas recusandae valetudo at provident velit ipsa.,Medium,Open,31
13816,4668,31260,2024-04-20,Carpo tepidus atque cura congregatio architecto ulterius abutor.,High,Closed,36
13817,4669,33325,2024-09-23,Tergo bibo tempus canonicus tamen stillicidium.,Low,Open,49
13818,4669,9380,2022-07-03,Velociter aeternus cupiditas theca derelinquo.,Low,Open,21
13819,4670,19831,2023-01-13,Commemoro cernuus depopulo utroque contra.,Low,In Progress,21
13820,4670,11396,2023-06-03,Amoveo vesica desolo callide.,Medium,In Progress,15
13821,4671,24674,2023-11-07,Amissio vulgivagus suffragium ventosus.,Low,In Progress,23
13822,4671,8586,2022-01-03,Venustas a vita.,Medium,Open,32
13823,4672,27353,2020-02-29,Spiritus deduco demens molestiae tenus amplexus viscus suscipit deludo.,High,In Progress,9
13824,4673,12678,2024-05-08,Velit tredecim caritas est in sumo tempore vallum alveus.,Low,Open,35
13825,4673,44454,2024-07-16,Conforto quia quas creber velociter absconditus.,Low,In Progress,26
13826,4673,33880,2024-02-26,Autem cunctatio adsidue utpote comprehendo vetus canto demoror nesciunt astrum.,High,In Progress,7
13827,4673,10096,2023-03-13,Spiritus verto adhuc quasi desolo.,Medium,Closed,45
13828,4674,41351,2023-07-06,Tenax tamquam patior victoria.,Low,In Progress,15
13829,4674,26123,2024-03-02,Super comitatus praesentium autem atque ambulo curvo.,Emergency,Open,43
13830,4674,7937,2023-12-30,Adflicto vicissitudo ascisco toties culpa.,Emergency,Open,48
13831,4677,8109,2021-06-07,Somnus cuius tyrannus cursus sint strenuus.,Emergency,Closed,34
13832,4677,14320,2022-05-07,Sopor cogo color charisma.,High,Open,50
13833,4677,23117,2023-09-11,Sonitus vallum volo pauci territo thymbra virga timor subito creo.,Emergency,Open,41
13834,4677,41508,2023-03-18,Voluntarius aqua deorsum tam accusantium voro.,Low,Open,14
13835,4677,13488,2022-07-06,Acsi repellendus cohaero.,Emergency,Open,32
13836,4677,37169,2022-10-18,Voveo vae cattus venustas eligendi aliquid pecto dolorum ager.,Emergency,Closed,7
13837,4677,44148,2024-08-05,Contego coniuratio comparo abeo defessus supellex depopulo.,Low,Open,13
13838,4678,45393,2024-08-21,Dolor beneficium summisse derideo tempora consequatur termes.,High,In Progress,49
13839,4679,35394,2024-06-17,Sophismata corpus caecus via ter.,Medium,Open,44
13840,4679,41785,2024-01-26,Astrum xiphias veritas tutis.,Emergency,In Progress,31
13841,4679,15765,2024-06-08,Carmen super odit vir defessus.,Emergency,Open,38
13842,4680,35140,2023-11-07,Tabernus nesciunt brevis bestia esse suggero calcar cogito uterque.,Emergency,Closed,18
13843,4680,7848,2024-01-16,Soluta consequatur cervus vulgivagus sodalitas decor tepidus.,Medium,Open,20
13844,4680,15909,2021-08-14,Vulgo curiositas crudelis consectetur delinquo.,Low,Open,1
13845,4680,19586,2023-10-13,Cruentus pecco decens contigo tego.,Low,Open,37
13846,4680,28853,2021-11-23,A viridis debeo.,Emergency,Open,9
13847,4680,48680,2023-05-11,Recusandae abbas caste decretum videlicet contego arcesso suus adulatio.,High,Open,38
13848,4680,33139,2021-09-24,Dens uredo ulterius suppono attonbitus quae statua depulso a.,Medium,In Progress,29
13849,4681,39067,2024-07-27,Curis cedo thorax ater civitas voco venia suus culpa.,Medium,Closed,37
13850,4681,12592,2023-10-04,Conqueror unus ciminatio veniam turpis adipisci cunctatio tricesimus triduana.,Medium,In Progress,40
13851,4681,44706,2023-09-30,Astrum ratione vindico varius amplexus ager sublime vetus aranea accommodo.,Low,Closed,18
13852,4682,15881,2024-06-13,Paens balbus cunctatio congregatio cauda.,Medium,In Progress,35
13853,4682,19104,2023-10-16,Tergiversatio texo tredecim coniuratio.,High,Open,38
13854,4682,14239,2023-11-26,Accommodo eum vorax astrum aeternus voluptatum terreo vitae.,Low,Open,42
13855,4682,33330,2023-05-23,Decens vel concedo tergeo suspendo adopto vinitor thermae concedo.,High,Open,48
13856,4683,25966,2024-03-14,Bellum ciminatio deserunt impedit vulgo clarus conicio dedecor illum.,High,In Progress,41
13857,4683,2255,2024-02-10,Arguo deserunt quos.,Medium,Closed,11
13858,4683,4798,2023-05-05,Deduco cado creta comminor verbera.,Medium,In Progress,30
13859,4685,666,2024-04-08,Usque voro thesaurus vorax cunabula colligo demoror testimonium pax.,Low,Closed,4
13860,4685,28490,2023-01-02,Arbitro stella adeo viridis aeternus surgo.,Emergency,Closed,12
13861,4687,33350,2023-08-05,Occaecati vorax ipsam ullus aureus nulla valde vitae curtus vomica.,Low,Open,36
13862,4688,6432,2021-02-26,Decipio vomica nihil verus.,Low,In Progress,37
13863,4689,3989,2024-06-04,Suus conscendo voco subvenio vester ars crastinus deficio trepide.,Emergency,In Progress,21
13864,4691,36423,2021-05-14,Supellex aeneus vesco substantia utroque defaeco ars ea adflicto universe.,Medium,Closed,28
13865,4692,6101,2022-08-03,Solum umerus vinco aegrus advenio compono comprehendo.,Medium,Open,34
13866,4692,40938,2024-04-01,Colo corrigo dolorem valde.,Medium,Open,23
13867,4692,33930,2022-09-16,Consequatur delectatio vox demulceo tunc verbum rem ad stella.,Medium,Open,26
13868,4692,6632,2022-05-14,Demulceo ver utilis vos coniuratio turba adiuvo vesper caute.,High,In Progress,48
13869,4694,297,2023-08-10,Sursum ex combibo utpote videlicet.,Emergency,Open,16
13870,4694,21631,2024-07-21,Spargo absum quidem bis adhuc annus ultra coniuratio aqua tubineus.,Low,Open,30
13871,4694,47122,2024-09-19,Stultus vulgo cuppedia aggredior cupressus expedita truculenter tracto cattus careo.,Emergency,In Progress,40
13872,4694,13510,2024-08-02,Depromo aqua creta distinctio similique vigilo allatus decretum supra.,Emergency,Closed,20
13873,4695,34799,2024-09-10,Vorago sit virga studio tabernus adamo.,Medium,In Progress,23
13874,4695,8041,2024-05-28,Solium ubi auctor tripudio sperno saepe vitiosus.,Medium,In Progress,27
13875,4695,17395,2024-01-31,Umerus ipsa antea teneo vilicus fugiat argumentum.,Low,Closed,20
13876,4696,1568,2024-01-30,Suasoria clarus cernuus attonbitus vulgaris teres.,Medium,In Progress,44
13877,4696,36430,2023-08-23,Tandem apto aperte turbo.,High,Open,44
13878,4696,28493,2024-06-24,Adicio bellum varietas apto.,Medium,Closed,26
13879,4697,14696,2022-11-18,Deputo spiritus pecus acidus.,Emergency,Closed,37
13880,4697,3268,2024-01-02,Clibanus culpa cribro corrupti usus damnatio.,Medium,Open,48
13881,4697,5175,2022-10-19,Stabilis vel acies harum.,Emergency,In Progress,6
13882,4698,37866,2021-08-30,Provident deinde aliquam suspendo vesco.,High,In Progress,29
13883,4698,34441,2022-10-29,Tenus charisma eos clam stillicidium careo articulus adsum cursim talio.,High,Open,39
13884,4698,17878,2021-09-20,Voro copiose debitis cunabula.,Emergency,Open,21
13885,4698,12238,2021-05-30,Dolorem crinis vulgus alter cribro arceo creo.,Emergency,Closed,28
13886,4698,49668,2024-07-31,Tersus communis arbor vereor credo clibanus trado aduro tot aetas.,Medium,In Progress,36
13887,4698,41618,2024-08-11,Xiphias volutabrum ciminatio supplanto.,High,Closed,8
13888,4700,33143,2024-06-16,Adfero voluptatem delinquo angulus provident auctus.,Low,Closed,14
13889,4701,42212,2024-09-03,Subiungo peior derelinquo.,Low,Closed,26
13890,4701,42972,2024-08-29,Quas cupiditas patrocinor caute theologus.,High,In Progress,32
13891,4703,46308,2024-07-03,Compono rem adeo terminatio pel baiulus voluptate tempora turpis.,Low,Open,49
13892,4703,45192,2024-02-16,Cupiditate peior velociter arma ultio illum.,Emergency,In Progress,47
13893,4703,43805,2024-07-11,Depopulo absconditus iure delinquo desolo.,Low,In Progress,10
13894,4704,10698,2023-10-28,Aggredior ademptio ambitus arcus ademptio denego ver ambitus.,High,Closed,37
13895,4704,3910,2021-06-20,Statua pel cubitum agnosco decipio aegre.,High,In Progress,50
13896,4704,11128,2023-07-01,Ultio approbo urbs brevis.,High,Closed,19
13897,4704,27833,2023-08-11,Tabernus conforto tot creptio abstergo socius crastinus.,High,Open,39
13898,4704,19392,2024-04-18,Cum alveus aeneus.,Medium,Open,35
13899,4704,44337,2023-10-18,Aliqua articulus debilito caries succedo adiuvo viduo aer timor.,Emergency,In Progress,18
13900,4704,11767,2023-08-28,Deinde bellicus vir.,Emergency,Closed,37
13901,4705,35185,2024-05-04,Amor aeger subnecto considero aliquam aedificium.,Medium,Open,13
13902,4706,26251,2023-10-30,Deficio vesco subito arbor surgo peccatus aranea ascit ustilo.,Medium,In Progress,20
13903,4707,17169,2021-07-14,Chirographum tabesco casso advoco.,Low,Closed,21
13904,4708,11649,2022-06-26,Adnuo adsidue assentator aqua spiculum crastinus.,High,Open,38
13905,4708,47036,2021-12-09,Aureus aspernatur adficio.,Low,In Progress,35
13906,4708,1493,2023-01-09,Claustrum audacia ver nemo accusator.,Medium,Closed,43
13907,4708,32302,2022-07-28,Atavus ter vester socius versus suffragium verumtamen thymum attero.,Low,Open,34
13908,4709,47311,2023-08-06,Crapula theologus denuncio versus tactus cras titulus.,Low,Closed,22
13909,4709,3924,2024-06-09,Thema curso aestas demo.,Low,Open,27
13910,4709,5524,2022-02-13,Theatrum curis auditor.,Low,Open,33
13911,4710,42353,2021-08-10,Degero iste tergeo vitiosus universe coadunatio temporibus laudantium.,Medium,Closed,44
13912,4710,12273,2023-10-15,Veniam apparatus vere repellendus adinventitias pauper voveo a.,High,Closed,21
13913,4711,25675,2024-06-06,Victus tandem canis porro attonbitus admoneo infit.,Medium,Open,8
13914,4711,32089,2024-01-07,Culpo dolores suffoco aegre.,Medium,Open,17
13915,4711,29159,2024-03-12,Dolorum absum defero admitto vilicus.,Emergency,In Progress,5
13916,4711,43221,2023-08-19,Arcesso calcar sint soleo.,Medium,In Progress,17
13917,4711,44868,2022-09-29,Astrum acceptus denego ulterius benevolentia acsi facilis defleo debilito.,Emergency,Open,5
13918,4711,8601,2022-06-06,Patruus tactus accommodo desipio denego cibo terminatio.,Emergency,Closed,47
13919,4711,13231,2024-09-12,Decumbo acervus atavus ars infit.,Emergency,In Progress,19
13920,4712,1610,2024-09-04,Tenus torrens sponte bibo via vomica velum suadeo.,High,In Progress,24
13921,4712,33339,2024-07-02,Delectatio cavus incidunt adiuvo denuncio chirographum animadverto.,Low,In Progress,2
13922,4712,5251,2024-02-01,Claudeo aspernatur sustineo.,Emergency,Open,27
13923,4712,43307,2024-08-31,Tepesco accendo admitto corporis.,Emergency,Open,24
13924,4712,15671,2024-07-04,Comptus administratio velit conculco deserunt vereor illum tunc aequus celebrer.,Medium,Closed,15
13925,4712,2421,2023-09-04,Auxilium deprimo fugiat vulgus.,Medium,In Progress,14
13926,4713,42590,2023-10-03,Coniuratio vilis pauci.,Emergency,In Progress,7
13927,4713,15093,2024-04-29,Deludo ocer degenero totus tyrannus concido adhuc bestia.,Emergency,Open,5
13928,4713,10286,2021-10-07,Suus dicta defendo varius deserunt aer utpote ancilla.,Medium,Open,31
13929,4713,43109,2024-06-18,Desipio thymum curis.,Medium,Closed,16
13930,4714,4690,2023-08-14,Dolorem callide benevolentia attero.,High,In Progress,41
13931,4714,727,2022-07-09,Solvo vulnus abbas.,Emergency,Closed,25
13932,4714,35921,2023-08-15,Spargo cura bellicus adsuesco thesis veniam hic conscendo comedo.,Low,Open,7
13933,4714,9576,2024-04-05,Victus defetiscor cruciamentum maiores attollo acer.,Emergency,Closed,34
13934,4716,45001,2024-09-04,Trepide suppellex deprimo hic sollers demonstro tutamen.,High,Closed,34
13935,4717,42041,2023-12-08,Subiungo harum utpote stultus uter custodia.,Emergency,In Progress,46
